138	4	1854	97	132
139	5	3517	135	67
140	2	382	19	100
141	2	4019	26	147
142	5	2050	218	28
143	8	564	28	146
144	3	179	140	68
145	3	4332	60	65
146	2	892	204	106
147	4	3858	174	78
148	5	3955	209	125
149	1	4801	12	76
150	9	2437	175	80
151	2	4294	6	149
152	9	3492	35	15
153	2	3352	282	34
154	3	4597	1	128
155	3	1731	262	101
156	4	1830	87	15
157	9	1700	48	111
158	8	3366	23	111
159	6	121	191	46
160	9	1574	148	126
161	1	103	51	105
162	9	2979	53	45
163	5	57	4	40
164	1	3092	107	68
165	9	4701	110	74
166	5	1649	254	21
167	2	482	71	49
168	1	1946	244	20
169	7	2333	56	43
170	4	4137	286	115
171	5	941	12	25
172	6	162	175	46
173	7	2240	32	70
174	2	2994	224	50
175	3	3206	110	80
176	5	4335	177	29
177	8	901	159	43
178	8	1053	285	139
179	4	4650	146	124
180	7	1290	89	84
181	2	3921	12	41
182	7	607	295	106
183	2	3178	60	78
184	5	3325	16	78
185	6	106	81	14
186	5	1323	35	125
187	4	3034	118	137
188	3	1064	135	8
189	2	2576	3	38
190	8	2829	237	23
191	4	1534	56	67
192	9	1277	223	20
193	1	2464	61	118
194	8	4451	25	96
195	3	2806	269	68
196	5	560	162	49
197	2	860	55	48
198	7	3865	152	33
199	8	1221	275	124
200	3	1101	83	51
201	6	108	152	14
202	7	204	50	6
203	7	2312	296	113
204	1	3924	276	31
205	5	4550	263	111
206	2	2794	285	17
207	9	3476	263	134
208	7	2494	197	149
209	8	2158	102	6
210	8	3206	220	4
211	1	1577	283	55
212	1	4554	222	128
213	2	112	152	42
214	7	4344	174	66
215	4	624	69	32
216	6	2149	254	146
217	6	3893	115	141
218	3	2383	157	104
219	1	3108	156	22
220	3	347	199	125
221	9	436	283	101
222	8	2764	40	143
223	3	695	57	92
224	7	4997	262	79
225	8	1147	243	10
226	8	1781	101	58
227	7	1123	129	52
228	1	1477	273	49
229	2	3985	237	101
230	6	3182	116	111
231	3	1709	10	52
232	4	1909	283	15
233	9	1678	151	137
234	9	3309	275	70
235	1	3269	278	46
236	1	2953	123	114
237	9	3724	103	141
238	3	2724	115	132
239	8	1538	64	2
240	5	3586	236	124
241	1	924	4	101
242	1	97	186	79
243	5	1336	222	80
244	2	3450	239	138
245	1	2324	235	83
246	3	2984	146	133
247	5	3576	21	104
248	1	2278	114	117
249	6	3538	252	124
250	5	936	114	61
251	1	4823	28	138
252	7	3014	127	11
253	8	4666	298	30
254	6	463	82	9
255	6	890	199	95
256	2	170	123	128
257	7	3244	55	31
258	4	2033	101	9
259	8	2313	95	105
260	8	2789	80	72
261	9	361	293	130
262	1	2342	30	133
263	4	1254	270	96
264	2	2524	296	52
265	4	509	188	135
266	4	2675	45	99
267	4	2274	279	75
268	2	3505	110	54
269	3	340	164	74
270	3	4186	242	19
271	1	4903	192	32
272	4	1151	82	101
273	5	253	69	92
274	6	3689	162	39
275	2	1502	272	117
276	3	1879	71	35
277	1	2824	122	68
278	7	1956	267	49
279	1	3004	276	147
280	4	2811	171	13
281	9	3111	119	96
282	9	692	32	7
283	7	2794	279	24
284	7	3724	292	52
285	3	4431	118	81
286	7	4017	200	19
287	5	3444	171	9
288	7	4219	269	128
289	6	1653	53	140
290	7	703	269	133
291	3	1877	206	136
292	4	1529	133	139
293	4	1514	30	86
294	8	3641	120	33
295	4	1507	242	112
296	8	2447	195	131
297	4	4177	234	43
298	9	117	147	69
299	6	2619	110	7
300	5	1213	119	91
301	5	4362	183	133
302	8	4491	256	96
303	5	2483	246	103
304	9	2096	68	132
305	9	4422	199	25
306	5	3238	250	62
307	5	1077	171	136
308	2	2791	105	44
309	3	1925	282	17
310	9	72	113	10
311	7	1032	162	22
312	8	757	116	111
313	9	2675	172	82
314	6	4403	115	148
315	8	1531	105	53
316	2	1504	123	74
317	4	833	35	141
318	7	455	34	136
319	8	3250	255	76
320	6	4582	288	79
321	5	3225	22	145
322	5	3922	58	142
323	9	2609	43	59
324	8	1771	96	95
325	8	2228	20	147
326	1	244	280	125
327	9	4807	72	79
328	7	1775	32	130
329	8	2767	264	121
330	1	4194	137	58
331	7	448	215	2
332	8	2549	136	25
333	4	2911	144	41
334	8	1078	205	126
335	6	1927	280	55
336	3	3956	242	103
337	3	1090	257	14
338	7	4945	273	25
339	4	2978	268	93
340	1	57	180	107
341	7	737	123	9
342	6	503	173	146
343	4	4836	204	131
344	5	2078	198	85
345	4	1506	113	137
346	4	694	299	73
347	3	4439	73	113
348	5	3190	284	11
349	5	3544	151	101
350	1	3631	3	40
351	5	1610	136	110
352	5	2195	184	109
353	9	1373	12	95
354	4	3741	90	96
355	1	2327	121	6
356	2	933	59	19
357	1	838	15	3
358	1	4270	254	127
359	5	4334	220	62
360	3	3674	251	16
361	2	2532	226	116
362	4	3267	181	51
363	2	1998	122	80
364	3	468	242	31
365	1	3979	104	145
366	2	3860	111	74
367	6	222	104	125
368	5	2311	111	77
369	3	1157	77	80
370	7	1585	97	105
371	5	3834	183	134
372	6	3101	67	68
373	4	2278	5	20
374	6	4450	201	129
375	1	607	152	52
376	6	4986	271	55
377	2	3864	40	43
378	2	3426	63	11
379	8	702	268	87
380	3	3533	267	30
381	4	2350	228	104
382	7	891	276	54
383	6	2851	294	87
384	8	2675	140	23
385	8	3264	78	47
386	6	2878	153	127
387	6	225	164	44
388	3	3592	153	46
389	1	3481	275	85
390	2	2458	188	123
391	5	4679	268	113
392	5	524	3	5
393	7	4079	261	30
394	9	1054	102	50
395	7	4818	293	142
396	8	3443	92	139
397	6	1509	260	42
398	7	2406	42	14
399	2	2277	130	105
400	8	2914	11	52
401	7	1728	56	29
402	3	760	155	30
403	5	1053	269	84
404	3	3317	117	127
405	4	3432	105	97
406	5	1731	199	103
407	1	2172	298	119
408	5	933	7	129
409	5	407	140	94
410	9	2830	77	122
411	4	3578	161	82
412	4	3494	23	83
413	2	989	253	115
414	2	1335	56	110
415	1	4870	202	78
416	3	3502	118	138
417	1	641	40	101
418	9	1440	35	119
419	3	1930	124	99
420	2	582	137	50
421	2	3274	233	72
422	2	3787	2	101
423	7	533	167	54
424	1	3448	175	131
425	7	1181	146	92
426	2	4754	58	141
427	8	303	96	107
428	7	4059	91	146
429	2	668	28	75
430	2	2951	208	98
431	9	3434	141	93
432	3	2601	209	90
433	5	2480	149	79
434	2	2331	78	70
435	8	805	144	43
436	3	3407	45	149
437	9	4417	171	78
438	7	1429	64	79
439	7	4252	90	114
440	6	3426	191	132
441	5	2218	194	77
442	5	3317	1	81
443	5	691	291	87
444	1	459	91	58
445	1	4131	169	146
446	9	1155	70	85
447	8	2517	238	101
448	6	4730	242	142
449	5	4536	262	20
450	2	884	83	18
451	1	1156	261	139
452	7	4172	167	48
453	4	1988	224	20
454	6	1924	48	52
455	7	1335	60	71
456	3	2719	209	115
457	6	1613	252	13
458	8	699	290	40
459	8	1971	260	38
460	8	1459	68	99
461	7	2299	60	106
462	4	1686	133	136
463	1	4585	48	78
464	3	4064	294	60
465	3	994	99	119
466	4	3616	197	9
467	3	219	251	48
468	2	1352	136	23
469	6	4010	270	26
470	7	4502	222	81
471	5	4031	238	79
472	6	1433	247	80
473	6	2278	120	4
474	2	4768	122	1
475	4	2886	217	113
476	3	734	180	96
477	5	397	144	90
478	1	1888	7	50
479	6	663	293	66
480	4	3255	78	115
481	4	3170	220	73
482	4	4921	8	91
483	2	405	295	93
484	6	3124	90	141
485	5	3097	255	139
486	9	4970	111	50
487	8	3676	198	8
488	7	4640	29	127
489	1	3978	51	93
490	4	716	64	130
491	6	474	28	93
492	3	2949	165	125
493	7	4669	30	126
494	1	3219	95	88
495	4	3432	3	147
496	7	3259	173	147
497	3	2158	142	51
498	7	4558	80	93
499	7	838	233	118
500	1	1316	61	101
501	6	3252	137	4
502	8	532	196	119
503	6	2122	79	143
504	7	677	284	27
505	1	380	262	57
506	2	2072	259	83
507	8	2802	283	14
508	9	1590	88	94
509	4	3719	36	48
510	8	1955	188	18
511	5	4175	242	16
512	8	3353	174	134
513	6	640	206	127
514	3	3855	172	26
515	2	1904	141	20
516	1	3823	292	71
517	6	600	238	56
518	2	3881	169	31
519	7	4585	14	68
520	1	188	132	39
521	7	2262	221	17
522	4	1884	116	12
523	7	659	254	121
524	6	4743	291	91
525	2	1118	244	16
526	7	4142	59	40
527	5	3446	111	136
528	4	3923	34	118
529	5	458	141	82
530	3	3818	295	123
531	5	3461	6	60
532	9	2785	34	23
533	4	781	61	15
534	4	2673	186	71
535	1	3116	200	79
536	4	3137	76	148
537	3	2714	194	8
538	4	1001	263	112
539	9	4702	46	140
540	2	2187	197	24
541	4	1019	105	11
542	9	4527	40	139
543	5	1714	26	106
544	8	3642	17	115
545	5	4013	204	113
546	7	4742	45	65
547	2	2613	177	138
548	3	3474	54	111
549	4	427	289	29
550	4	594	242	135
551	7	1187	158	68
552	8	426	16	72
553	7	670	52	105
554	8	1848	248	37
555	5	4914	96	133
556	7	1698	299	1
557	6	4528	172	42
558	7	2302	65	110
559	1	3856	106	50
560	6	1682	241	141
561	2	1741	88	88
562	2	619	205	95
563	4	2314	71	99
564	9	4918	268	129
565	9	2339	121	71
566	3	360	234	112
567	7	297	72	123
568	5	3285	214	3
569	9	344	98	133
570	6	3189	231	62
571	8	1239	118	128
572	6	347	296	2
573	9	2880	211	76
574	8	813	108	77
575	6	3967	143	121
576	2	1271	217	113
577	2	3008	90	144
578	2	3771	186	45
579	9	1257	111	147
580	5	4062	64	124
581	2	4178	19	147
582	4	2479	119	148
583	4	1215	287	49
584	1	3764	74	92
585	5	2745	211	67
586	6	2862	68	13
587	6	4108	95	81
588	1	255	265	134
589	4	4662	149	1
590	8	1899	264	27
591	6	4984	238	11
592	6	947	41	86
593	1	1195	161	108
594	8	1157	134	130
595	1	1943	149	129
596	5	4918	136	103
597	1	4214	255	119
598	6	648	10	41
599	7	3912	180	84
600	4	1984	63	144
601	9	1976	248	149
602	4	2717	265	107
603	2	3466	143	43
604	8	4272	294	43
605	5	3926	250	126
606	5	3496	77	4
607	1	2759	22	140
608	9	2619	192	71
609	1	4914	90	16
610	3	4185	226	76
611	4	1306	50	14
612	1	3637	124	64
613	4	1464	129	70
614	5	2229	174	103
615	9	4421	271	119
616	4	3479	177	1
617	1	3896	10	62
618	3	2902	276	141
619	1	1329	51	84
620	6	3064	102	33
621	5	4649	251	48
622	1	4874	191	33
623	5	3199	207	48
624	8	775	198	43
625	7	1336	144	135
626	7	2222	207	65
627	2	896	284	23
628	7	3111	178	20
629	2	1946	217	144
630	3	92	89	55
631	4	4618	264	91
632	2	1669	43	11
633	3	4939	124	149
634	4	2788	40	2
635	6	1759	235	18
636	3	4358	123	122
637	5	4581	119	122
638	7	4121	98	35
639	7	1990	267	132
640	6	819	36	101
641	7	87	274	132
642	6	827	110	74
643	8	1513	248	104
644	1	3796	88	105
645	8	1672	144	144
646	3	143	210	101
647	8	3978	290	104
648	1	2216	109	37
649	8	3077	81	15
650	1	4125	223	137
651	6	2295	99	49
652	3	395	188	76
653	5	4803	43	100
654	6	4569	82	90
655	4	4508	35	83
656	1	3728	242	80
657	6	1837	172	16
658	2	4935	296	65
659	7	3528	238	141
660	5	4662	172	66
661	5	2824	271	124
662	9	1980	3	57
663	2	1816	153	49
664	3	3974	232	137
665	6	1883	272	32
666	2	1950	115	15
667	2	2775	262	82
668	6	3528	44	114
669	2	4425	170	150
670	6	4118	156	10
671	1	1176	71	89
672	3	1208	126	123
673	6	1046	213	61
674	8	2151	50	133
675	6	4259	169	124
676	5	3400	224	55
677	3	1856	31	20
678	6	2180	163	36
679	1	2104	126	150
680	2	3540	26	36
681	3	802	191	40
682	6	1036	28	90
683	2	3736	280	107
684	2	56	65	25
685	2	2275	97	73
686	5	2684	159	69
687	2	2187	249	112
688	8	3782	297	6
689	1	3358	96	150
690	2	4339	174	145
691	5	127	16	120
692	8	3520	295	81
693	2	363	16	50
694	2	3281	254	44
695	8	2353	173	58
696	3	1618	223	105
697	5	960	32	48
698	6	2918	94	14
699	6	2945	45	75
700	3	3440	197	89
701	1	499	104	83
702	2	1804	21	62
703	3	2069	130	110
704	9	2760	195	113
705	2	890	75	59
706	4	847	131	122
707	9	944	11	89
708	3	4301	200	128
709	2	3630	210	105
710	4	3169	15	96
711	2	628	87	2
712	3	4723	116	120
713	3	4209	286	36
714	1	3212	253	65
715	3	314	196	70
716	6	174	87	43
717	5	613	73	44
718	4	3569	95	15
719	8	3014	59	88
720	1	1170	170	26
721	6	3099	279	78
722	9	1727	242	70
723	8	2882	238	31
724	5	3759	291	119
725	1	2987	265	71
726	6	3566	196	99
727	6	4429	8	14
728	8	998	277	147
729	1	4947	195	14
730	9	2840	77	95
731	6	114	15	92
732	8	4995	1	148
733	6	3779	180	125
734	7	1868	250	132
735	1	4363	70	20
736	4	439	182	40
737	4	1817	140	92
738	3	4479	163	109
739	4	2591	107	19
740	6	1501	97	119
741	3	2860	70	13
742	3	2657	214	37
743	9	4324	77	18
744	4	1155	43	144
745	2	4498	75	1
746	6	329	279	130
747	1	3785	132	47
748	9	4782	154	137
749	7	4950	157	147
750	6	1159	172	80
751	9	2046	135	107
752	3	230	70	49
753	6	3447	195	137
754	1	3782	236	48
755	6	1817	267	78
756	1	206	217	70
757	8	555	208	62
758	4	4985	135	23
759	1	4803	150	119
760	3	4969	52	28
761	2	2471	85	16
762	1	690	158	33
763	6	453	92	59
764	3	125	6	130
765	5	2668	165	69
766	3	4299	265	105
767	8	2914	210	40
768	6	3606	178	132
769	8	4778	56	12
770	8	3259	291	116
771	7	4542	215	55
772	7	720	137	108
773	8	2641	202	135
774	7	3783	238	29
775	3	1692	59	88
776	5	4764	203	18
777	9	2032	191	54
778	7	1637	84	44
779	9	2352	171	148
780	5	3344	26	45
781	7	2326	86	115
782	7	1790	216	5
783	5	3217	281	75
784	7	820	138	52
785	7	717	111	23
786	8	776	36	62
787	1	4000	136	15
788	4	4919	126	76
789	6	3476	189	102
790	7	2434	104	24
791	2	2071	183	52
792	7	3727	9	8
793	1	2728	37	125
794	2	3984	182	129
795	9	699	241	24
796	1	1924	208	55
797	4	3281	162	94
798	1	4116	71	49
799	6	337	187	138
800	7	3656	148	110
801	6	2251	157	87
802	1	3928	285	42
803	7	3036	222	27
804	8	2308	60	21
805	7	2964	217	26
806	8	311	223	109
807	6	3443	280	62
808	3	858	146	125
809	5	763	213	11
810	3	4655	182	6
811	4	2367	54	95
812	9	2908	129	145
813	2	74	167	73
814	7	4852	82	66
815	6	1562	13	59
816	2	4774	291	5
817	2	4579	289	73
818	6	1055	186	89
819	2	2527	158	58
820	5	1006	243	62
821	9	4125	255	121
822	6	1495	269	24
823	7	802	184	105
824	2	4869	119	135
825	9	3382	184	96
826	4	2383	111	81
827	3	4350	210	93
828	6	4077	124	18
829	5	742	127	145
830	4	2465	194	117
831	9	444	129	68
832	1	364	121	140
833	8	127	114	108
834	9	3479	65	34
835	9	3461	254	10
836	1	1162	137	50
837	9	4273	112	119
838	9	1170	23	77
839	1	3762	278	6
840	2	3269	161	127
841	3	4592	39	91
842	9	1159	3	118
843	2	2815	7	45
844	9	3579	98	68
845	1	586	37	15
846	2	2881	293	14
847	9	4835	37	29
848	2	396	188	121
849	3	4620	254	96
850	5	1716	72	72
851	2	3449	72	34
852	4	4656	172	144
853	9	3567	79	82
854	6	2273	43	25
855	7	1211	126	94
856	3	4072	55	137
857	2	1210	31	105
858	8	438	35	28
859	2	3259	63	15
860	4	2879	249	127
861	6	523	87	26
862	4	1116	15	145
863	2	4604	151	20
864	4	678	43	68
865	9	304	97	128
866	8	2936	96	34
867	4	3265	43	141
868	5	441	119	31
869	8	1591	204	71
870	7	481	62	109
871	2	755	212	14
872	2	1003	89	29
873	6	3768	189	84
874	4	1934	2	91
875	2	3325	201	104
876	8	2561	239	22
877	5	3338	283	122
878	7	2671	240	65
879	5	816	55	48
880	8	4175	167	134
881	3	59	255	106
882	4	2553	31	90
883	5	4658	64	53
884	7	2302	252	111
885	8	1105	116	87
886	5	1861	154	113
887	3	4050	147	70
888	9	2901	89	11
889	8	371	229	100
890	5	363	265	133
891	9	1813	19	73
892	5	2329	140	2
893	6	490	186	90
894	9	2647	91	137
895	8	4688	134	36
896	6	335	158	7
897	3	4389	190	132
898	1	4266	268	68
899	8	2183	286	38
900	2	4533	197	26
901	4	760	72	51
902	4	3873	45	41
903	7	684	67	65
904	1	609	31	57
905	1	861	260	96
906	4	3890	215	112
907	4	4870	130	119
908	5	4341	57	147
909	3	1204	276	132
910	8	1682	182	16
911	6	2577	112	16
912	7	897	100	150
913	2	3331	263	142
914	2	4739	67	54
915	7	2014	184	122
916	5	596	264	38
917	5	1859	153	52
918	5	3904	289	122
919	3	1201	222	46
920	4	4219	284	11
921	3	486	264	4
922	1	3760	208	38
923	4	1593	287	52
924	8	2197	142	66
925	4	4216	28	28
926	2	3098	292	147
927	4	3625	133	15
928	8	629	10	35
929	2	1747	199	32
930	4	4814	81	94
931	5	4337	182	124
932	8	2039	70	126
933	9	3076	112	27
934	3	143	130	46
935	5	870	295	6
936	3	3713	20	40
937	2	964	252	118
938	5	1349	284	67
939	2	2608	267	56
940	7	2095	283	20
941	7	3851	136	25
942	1	3720	270	149
943	3	1722	207	76
944	5	2525	191	65
945	4	3327	180	30
946	1	4118	152	13
947	4	2441	135	71
948	4	4093	5	129
949	1	4231	27	80
950	6	3402	279	33
951	9	2941	96	61
952	9	57	146	82
953	3	4124	112	60
954	3	1391	148	65
955	8	3892	238	45
956	2	2007	137	81
957	8	3755	253	65
958	5	1669	91	17
959	7	1197	295	15
960	7	3805	217	87
961	5	1147	38	17
962	3	3469	5	116
963	4	4046	275	23
964	4	3544	136	20
965	4	2901	100	146
966	3	3022	41	41
967	5	4823	24	144
968	6	861	131	92
969	9	962	38	63
970	2	626	126	69
971	1	1728	171	131
972	3	4592	62	129
973	7	595	174	2
974	5	4547	181	87
975	5	325	166	89
976	4	2642	13	135
977	5	4864	116	62
978	6	3655	80	43
979	6	3415	250	56
980	8	2422	218	74
981	6	987	90	54
982	7	2720	263	97
983	2	3117	20	33
984	6	513	214	115
985	5	2606	110	59
986	3	4324	94	83
987	5	4136	287	44
988	8	214	80	81
989	4	356	57	142
990	8	3033	120	62
991	8	4070	110	35
992	3	2427	120	110
993	2	4024	175	145
994	8	3778	143	86
995	6	3502	259	87
996	4	1828	124	71
997	1	3073	10	35
998	2	3032	139	24
999	8	4031	164	5
